,Date,station,SMS-2.0in,SMS-2.0in
2472,2017-10-18,2056:AL:SCAN,41.55714285714286,7
2473,2017-10-25,2056:AL:SCAN,38.371428571428574,7
2474,2017-11-01,2056:AL:SCAN,42.82857142857143,7
2475,2017-11-08,2056:AL:SCAN,44.699999999999996,7
2476,2017-11-15,2056:AL:SCAN,45.31428571428571,7
2477,2017-11-22,2056:AL:SCAN,43.728571428571435,7
2478,2017-11-29,2056:AL:SCAN,40.728571428571435,7
2479,2017-12-06,2056:AL:SCAN,37.44285714285714,7
2480,2017-12-13,2056:AL:SCAN,39.714285714285715,7
2481,2017-12-20,2056:AL:SCAN,39.84285714285714,7
2482,2017-12-27,2056:AL:SCAN,43.114285714285714,7
2483,2018-01-03,2056:AL:SCAN,40.34285714285714,7
2484,2018-01-10,2056:AL:SCAN,40.42857142857143,7
2485,2018-01-17,2056:AL:SCAN,41.44285714285714,7
2486,2018-01-24,2056:AL:SCAN,40.4,7
2487,2018-01-31,2056:AL:SCAN,41.41428571428571,7
2488,2018-02-07,2056:AL:SCAN,43.24285714285714,7
2489,2018-02-14,2056:AL:SCAN,45.271428571428565,7
2490,2018-02-21,2056:AL:SCAN,46.471428571428575,7
2491,2018-02-28,2056:AL:SCAN,46.48571428571428,7
2492,2018-03-07,2056:AL:SCAN,47.614285714285714,7
2493,2018-03-14,2056:AL:SCAN,47.44285714285714,7
2494,2018-03-21,2056:AL:SCAN,47.42857142857143,7
2495,2018-03-28,2056:AL:SCAN,47.08571428571429,7
2496,2018-04-04,2056:AL:SCAN,47.228571428571435,7
2497,2018-04-11,2056:AL:SCAN,46.77142857142858,7
2498,2018-04-18,2056:AL:SCAN,43.92857142857143,7
2499,2018-04-25,2056:AL:SCAN,41.17142857142857,7
2500,2018-05-02,2056:AL:SCAN,40.042857142857144,7
2501,2018-05-09,2056:AL:SCAN,25.057142857142857,7
2502,2018-05-16,2056:AL:SCAN,18.842857142857145,7
2503,2018-05-23,2056:AL:SCAN,34.51428571428572,7
2504,2018-05-30,2056:AL:SCAN,23.457142857142856,7
2505,2018-06-06,2056:AL:SCAN,36.42857142857143,7
2506,2018-06-13,2056:AL:SCAN,23.02857142857143,7
2507,2018-06-20,2056:AL:SCAN,18.74285714285714,7
2508,2018-06-27,2056:AL:SCAN,35.22857142857143,7
2509,2018-07-04,2056:AL:SCAN,33.285714285714285,7
2510,2018-07-11,2056:AL:SCAN,22.928571428571427,7
2511,2018-07-18,2056:AL:SCAN,22.071428571428573,7
2512,2018-07-25,2056:AL:SCAN,20.571428571428573,7
2513,2018-08-01,2056:AL:SCAN,21.728571428571428,7
2514,2018-08-08,2056:AL:SCAN,32.6,7
2515,2018-08-15,2056:AL:SCAN,31.657142857142855,7
2516,2018-08-22,2056:AL:SCAN,32.17142857142857,7
2517,2018-08-29,2056:AL:SCAN,23.82857142857143,7
2518,2018-09-05,2056:AL:SCAN,18.599999999999998,7
2519,2018-09-12,2056:AL:SCAN,21.2,7
2520,2018-09-19,2056:AL:SCAN,19.457142857142856,7
2521,2018-09-26,2056:AL:SCAN,21.800000000000004,7
2522,2018-10-03,2056:AL:SCAN,36.142857142857146,7
2523,2018-10-10,2056:AL:SCAN,27.67142857142857,7
2524,2018-10-17,2056:AL:SCAN,23.342857142857145,7
2525,2018-10-24,2056:AL:SCAN,30.185714285714287,7
2526,2018-10-31,2056:AL:SCAN,32.628571428571426,7
2527,2018-11-07,2056:AL:SCAN,34.3,7
2528,2018-11-14,2056:AL:SCAN,39.728571428571435,7
2529,2018-11-21,2056:AL:SCAN,40.800000000000004,7
2530,2018-11-28,2056:AL:SCAN,40.05714285714286,7
2531,2018-12-05,2056:AL:SCAN,41.214285714285715,7
2532,2018-12-12,2056:AL:SCAN,42.44285714285714,7
2533,2018-12-19,2056:AL:SCAN,43.6,7
2534,2018-12-26,2056:AL:SCAN,43.471428571428575,7
2535,2019-01-02,2056:AL:SCAN,45.94285714285714,7
2536,2019-01-09,2056:AL:SCAN,45.01428571428572,7
2537,2019-01-16,2056:AL:SCAN,42.34285714285714,7
2538,2019-01-23,2056:AL:SCAN,44.25714285714286,7
2539,2019-01-30,2056:AL:SCAN,43.32857142857143,7
2540,2019-02-06,2056:AL:SCAN,40.357142857142854,7
2541,2019-02-13,2056:AL:SCAN,41.371428571428574,7
2542,2019-02-20,2056:AL:SCAN,46.15714285714286,7
2543,2019-02-27,2056:AL:SCAN,46.614285714285714,7
2544,2019-03-06,2056:AL:SCAN,45.871428571428574,7
2545,2019-03-13,2056:AL:SCAN,44.0,7
2546,2019-03-20,2056:AL:SCAN,39.885714285714286,7
2547,2019-03-27,2056:AL:SCAN,35.3,7
2548,2019-04-03,2056:AL:SCAN,35.785714285714285,7
2549,2019-04-10,2056:AL:SCAN,42.01428571428572,7
2550,2019-04-17,2056:AL:SCAN,40.857142857142854,7
2551,2019-04-24,2056:AL:SCAN,42.199999999999996,7
2552,2019-05-01,2056:AL:SCAN,37.08571428571429,7
2553,2019-05-08,2056:AL:SCAN,34.84285714285714,7
2554,2019-05-15,2056:AL:SCAN,41.25714285714286,7
2555,2019-05-22,2056:AL:SCAN,34.028571428571425,7
2556,2019-05-29,2056:AL:SCAN,21.47142857142857,7
2557,2019-06-05,2056:AL:SCAN,17.271428571428572,7
2558,2019-06-12,2056:AL:SCAN,25.8,7
2559,2019-06-19,2056:AL:SCAN,21.085714285714285,7
2560,2019-06-26,2056:AL:SCAN,17.557142857142857,7
2561,2019-07-03,2056:AL:SCAN,16.3,7
2562,2019-07-10,2056:AL:SCAN,19.75714285714286,7
2563,2019-07-17,2056:AL:SCAN,23.914285714285715,7
2564,2019-07-24,2056:AL:SCAN,28.928571428571427,7
2565,2019-07-31,2056:AL:SCAN,18.514285714285712,7
2566,2019-08-07,2056:AL:SCAN,16.17142857142857,7
2567,2019-08-14,2056:AL:SCAN,16.571428571428573,7
2568,2019-08-21,2056:AL:SCAN,15.171428571428573,7
2569,2019-08-28,2056:AL:SCAN,25.82857142857143,7
2570,2019-09-04,2056:AL:SCAN,24.657142857142855,7
2571,2019-09-11,2056:AL:SCAN,16.45714285714286,7
2572,2019-09-18,2056:AL:SCAN,24.0,7
2573,2019-09-25,2056:AL:SCAN,17.214285714285715,7
2574,2019-10-02,2056:AL:SCAN,14.62857142857143,7
2575,2019-10-09,2056:AL:SCAN,18.942857142857143,7
2576,2019-10-16,2056:AL:SCAN,24.942857142857143,7
2577,2019-10-23,2056:AL:SCAN,24.314285714285713,7
2578,2019-10-30,2056:AL:SCAN,32.68571428571429,7
2579,2019-11-06,2056:AL:SCAN,33.971428571428575,7
2580,2019-11-13,2056:AL:SCAN,33.74285714285714,7
2581,2019-11-20,2056:AL:SCAN,34.614285714285714,7
2582,2019-11-27,2056:AL:SCAN,38.25714285714286,7
2583,2019-12-04,2056:AL:SCAN,42.457142857142856,7
2584,2019-12-11,2056:AL:SCAN,39.4,7
2585,2019-12-18,2056:AL:SCAN,43.457142857142856,7
2586,2019-12-25,2056:AL:SCAN,43.728571428571435,7
2587,2020-01-01,2056:AL:SCAN,43.91428571428571,7
2588,2020-01-08,2056:AL:SCAN,44.699999999999996,7
2589,2020-01-15,2056:AL:SCAN,44.1,7
2590,2020-01-22,2056:AL:SCAN,43.285714285714285,7
2591,2020-01-29,2056:AL:SCAN,44.57142857142857,7
2592,2020-02-05,2056:AL:SCAN,42.94285714285714,7
2593,2020-02-12,2056:AL:SCAN,45.971428571428575,7
2594,2020-02-19,2056:AL:SCAN,44.6,7
2595,2020-02-26,2056:AL:SCAN,46.0,7
2596,2020-03-04,2056:AL:SCAN,44.18571428571429,7
2597,2020-03-11,2056:AL:SCAN,44.0,7
2598,2020-03-18,2056:AL:SCAN,46.82857142857143,7
2599,2020-03-25,2056:AL:SCAN,46.17142857142857,7
2600,2020-04-01,2056:AL:SCAN,43.800000000000004,7
2601,2020-04-08,2056:AL:SCAN,41.371428571428574,7
2602,2020-04-15,2056:AL:SCAN,42.528571428571425,7
2603,2020-04-22,2056:AL:SCAN,42.74285714285714,7
2604,2020-04-29,2056:AL:SCAN,42.114285714285714,7
2605,2020-05-06,2056:AL:SCAN,35.300000000000004,7
2606,2020-05-13,2056:AL:SCAN,36.3,7
2607,2020-05-20,2056:AL:SCAN,32.4,7
2608,2020-05-27,2056:AL:SCAN,40.01428571428572,7
2609,2020-06-03,2056:AL:SCAN,38.98571428571428,7
2610,2020-06-10,2056:AL:SCAN,32.528571428571425,7
2611,2020-06-17,2056:AL:SCAN,27.87142857142857,7
2612,2020-06-24,2056:AL:SCAN,24.599999999999998,7
2613,2020-07-01,2056:AL:SCAN,38.628571428571426,7
2614,2020-07-08,2056:AL:SCAN,36.48571428571429,7
2615,2020-07-15,2056:AL:SCAN,32.214285714285715,7
2616,2020-07-22,2056:AL:SCAN,24.571428571428573,7
2617,2020-07-29,2056:AL:SCAN,29.02857142857143,7
2618,2020-08-05,2056:AL:SCAN,20.17142857142857,7
2619,2020-08-12,2056:AL:SCAN,17.52857142857143,7
2620,2020-08-19,2056:AL:SCAN,17.014285714285712,7
2621,2020-08-26,2056:AL:SCAN,17.985714285714284,7
2622,2020-09-02,2056:AL:SCAN,33.042857142857144,7
2623,2020-09-09,2056:AL:SCAN,25.428571428571427,7
2624,2020-09-16,2056:AL:SCAN,19.0,7
2625,2020-09-23,2056:AL:SCAN,17.5,7
2626,2020-09-30,2056:AL:SCAN,32.84285714285714,7
2627,2020-10-07,2056:AL:SCAN,25.714285714285715,7
2628,2020-10-14,2056:AL:SCAN,30.071428571428573,7
2629,2020-10-21,2056:AL:SCAN,27.785714285714285,7
2630,2020-10-28,2056:AL:SCAN,30.642857142857142,7
2631,2020-11-04,2056:AL:SCAN,38.271428571428565,7
2632,2020-11-11,2056:AL:SCAN,31.75714285714286,7
2633,2020-11-18,2056:AL:SCAN,30.728571428571428,7
2634,2020-11-25,2056:AL:SCAN,28.085714285714285,7
2635,2020-12-02,2056:AL:SCAN,38.07142857142857,7
2636,2020-12-09,2056:AL:SCAN,37.857142857142854,7
2637,2020-12-16,2056:AL:SCAN,39.471428571428575,7
2638,2020-12-23,2056:AL:SCAN,41.285714285714285,7
2639,2020-12-30,2056:AL:SCAN,42.17142857142857,7
2640,2021-01-06,2056:AL:SCAN,42.857142857142854,7
2641,2021-01-13,2056:AL:SCAN,42.92857142857143,7
2642,2021-01-20,2056:AL:SCAN,40.98571428571428,7
2643,2021-01-27,2056:AL:SCAN,42.199999999999996,7
2644,2021-02-03,2056:AL:SCAN,41.728571428571435,7
2645,2021-02-10,2056:AL:SCAN,41.15714285714286,7
2647,2021-02-24,2056:AL:SCAN,42.91428571428571,7
2648,2021-03-03,2056:AL:SCAN,43.971428571428575,7
2649,2021-03-10,2056:AL:SCAN,40.67142857142857,7
2650,2021-03-17,2056:AL:SCAN,40.300000000000004,7
2651,2021-03-24,2056:AL:SCAN,42.24285714285714,7
2652,2021-03-31,2056:AL:SCAN,42.51428571428572,7
2654,2002-05-01,2057:AL:SCAN,14.385714285714286,7
2655,2002-05-08,2057:AL:SCAN,24.857142857142858,7
2656,2002-05-15,2057:AL:SCAN,23.442857142857143,7
2657,2002-05-22,2057:AL:SCAN,23.12857142857143,7
2658,2002-05-29,2057:AL:SCAN,18.942857142857143,7
2659,2002-06-05,2057:AL:SCAN,15.314285714285715,7
2660,2002-06-12,2057:AL:SCAN,10.700000000000001,7
2661,2002-06-19,2057:AL:SCAN,16.385714285714286,7
2662,2002-06-26,2057:AL:SCAN,9.671428571428573,7
2663,2002-07-03,2057:AL:SCAN,11.671428571428573,7
2664,2002-07-10,2057:AL:SCAN,10.642857142857142,7
2665,2002-07-17,2057:AL:SCAN,22.714285714285715,7
2666,2002-07-24,2057:AL:SCAN,12.685714285714285,7
2667,2002-07-31,2057:AL:SCAN,10.785714285714286,7
2668,2002-08-07,2057:AL:SCAN,10.142857142857142,7
2669,2002-08-14,2057:AL:SCAN,7.6000000000000005,7
2670,2002-08-21,2057:AL:SCAN,16.557142857142857,7
2671,2002-08-28,2057:AL:SCAN,13.442857142857141,7
2672,2002-09-04,2057:AL:SCAN,9.985714285714286,7
2673,2002-09-11,2057:AL:SCAN,7.971428571428571,7
2674,2002-09-18,2057:AL:SCAN,8.77142857142857,7
2675,2002-09-25,2057:AL:SCAN,25.25714285714286,7
2677,2002-10-09,2057:AL:SCAN,24.12857142857143,7
2678,2002-10-16,2057:AL:SCAN,26.228571428571428,7
2679,2002-10-23,2057:AL:SCAN,26.12857142857143,7
2680,2002-10-30,2057:AL:SCAN,25.97142857142857,7
2681,2002-11-06,2057:AL:SCAN,28.74285714285714,7
2682,2002-11-13,2057:AL:SCAN,29.657142857142855,7
2683,2002-11-20,2057:AL:SCAN,29.32857142857143,7
2684,2002-11-27,2057:AL:SCAN,28.400000000000002,7
2685,2002-12-04,2057:AL:SCAN,27.314285714285713,7
2686,2002-12-11,2057:AL:SCAN,30.24285714285714,7
2687,2002-12-18,2057:AL:SCAN,29.771428571428572,7
2688,2002-12-25,2057:AL:SCAN,30.342857142857145,7
2689,2003-01-01,2057:AL:SCAN,29.2,7
2690,2003-01-08,2057:AL:SCAN,29.5,7
2691,2003-01-15,2057:AL:SCAN,29.17142857142857,7
2692,2003-01-22,2057:AL:SCAN,28.8,7
2693,2003-01-29,2057:AL:SCAN,27.8,7
2694,2003-02-05,2057:AL:SCAN,30.571428571428573,7
2695,2003-02-12,2057:AL:SCAN,30.842857142857145,7
2696,2003-02-19,2057:AL:SCAN,31.642857142857142,7
2697,2003-02-26,2057:AL:SCAN,32.22857142857143,7
2698,2003-03-05,2057:AL:SCAN,31.071428571428573,7
2699,2003-03-12,2057:AL:SCAN,29.271428571428572,7
2700,2003-03-19,2057:AL:SCAN,28.285714285714285,7
2701,2003-03-26,2057:AL:SCAN,27.328571428571426,7
2702,2003-04-02,2057:AL:SCAN,23.52857142857143,7
2703,2003-04-09,2057:AL:SCAN,24.67142857142857,7
2704,2003-04-16,2057:AL:SCAN,26.900000000000002,7
2705,2003-04-23,2057:AL:SCAN,20.82857142857143,7
2706,2003-04-30,2057:AL:SCAN,27.7,7
2707,2003-05-07,2057:AL:SCAN,26.085714285714285,7
2708,2003-05-14,2057:AL:SCAN,28.714285714285715,7
2709,2003-05-21,2057:AL:SCAN,30.599999999999998,7
2710,2003-05-28,2057:AL:SCAN,28.2,7
2711,2003-06-04,2057:AL:SCAN,20.02857142857143,7
2712,2003-06-11,2057:AL:SCAN,26.285714285714285,7
2713,2003-06-18,2057:AL:SCAN,28.228571428571428,7
2714,2003-06-25,2057:AL:SCAN,21.771428571428572,7
2715,2003-07-02,2057:AL:SCAN,20.571428571428573,7
2716,2003-07-09,2057:AL:SCAN,27.8,7
2717,2003-07-16,2057:AL:SCAN,26.928571428571427,7
2718,2003-07-23,2057:AL:SCAN,28.085714285714285,7
2719,2003-07-30,2057:AL:SCAN,23.957142857142856,7
2720,2003-08-06,2057:AL:SCAN,20.25714285714286,7
2721,2003-08-13,2057:AL:SCAN,22.414285714285715,7
2722,2003-08-20,2057:AL:SCAN,24.37142857142857,7
2723,2003-08-27,2057:AL:SCAN,16.8,7
2724,2003-09-03,2057:AL:SCAN,22.614285714285717,7
2725,2003-09-10,2057:AL:SCAN,16.37142857142857,7
2726,2003-09-17,2057:AL:SCAN,15.171428571428573,7
2727,2003-09-24,2057:AL:SCAN,20.47142857142857,7
2728,2003-10-01,2057:AL:SCAN,26.12857142857143,7
2729,2003-10-08,2057:AL:SCAN,22.071428571428573,7
2730,2003-10-15,2057:AL:SCAN,21.2,7
2731,2003-10-22,2057:AL:SCAN,24.97142857142857,7
2732,2003-10-29,2057:AL:SCAN,24.114285714285717,7
2733,2003-11-05,2057:AL:SCAN,22.485714285714288,7
2734,2003-11-12,2057:AL:SCAN,27.414285714285715,7
2735,2003-11-19,2057:AL:SCAN,32.04285714285714,7
2736,2003-11-26,2057:AL:SCAN,31.75714285714286,7
2739,2003-12-17,2057:AL:SCAN,34.07142857142857,7
2740,2003-12-24,2057:AL:SCAN,32.4,7
2741,2003-12-31,2057:AL:SCAN,33.07142857142857,7
2742,2004-01-07,2057:AL:SCAN,32.94285714285714,7
2743,2004-01-14,2057:AL:SCAN,33.6,7
2744,2004-01-21,2057:AL:SCAN,32.24285714285714,7
2745,2004-01-28,2057:AL:SCAN,32.92857142857143,7
2746,2004-02-04,2057:AL:SCAN,32.01428571428571,7
2747,2004-02-11,2057:AL:SCAN,34.6,7
2748,2004-02-18,2057:AL:SCAN,34.957142857142856,7
2749,2004-02-25,2057:AL:SCAN,33.25714285714286,7
2750,2004-03-03,2057:AL:SCAN,34.74285714285714,7
2751,2004-03-10,2057:AL:SCAN,35.1,7
2752,2004-03-17,2057:AL:SCAN,30.17142857142857,7
2753,2004-03-24,2057:AL:SCAN,29.385714285714283,7
2754,2004-03-31,2057:AL:SCAN,23.985714285714288,7
2755,2004-04-07,2057:AL:SCAN,25.5,7
2756,2004-04-14,2057:AL:SCAN,24.042857142857144,7
2757,2004-04-21,2057:AL:SCAN,26.285714285714285,7
2758,2004-04-28,2057:AL:SCAN,28.928571428571427,7
2759,2004-05-05,2057:AL:SCAN,31.37142857142857,7
2760,2004-05-12,2057:AL:SCAN,25.428571428571427,7
2761,2004-05-19,2057:AL:SCAN,29.914285714285715,7
2765,2004-06-16,2057:AL:SCAN,16.02857142857143,7
2766,2004-06-23,2057:AL:SCAN,15.1,7
2767,2004-06-30,2057:AL:SCAN,25.228571428571428,7
2768,2004-07-07,2057:AL:SCAN,26.52857142857143,7
2769,2004-07-14,2057:AL:SCAN,21.87142857142857,7
2770,2004-07-21,2057:AL:SCAN,23.95714285714286,7
2771,2004-07-28,2057:AL:SCAN,21.3,7
2772,2004-08-04,2057:AL:SCAN,23.02857142857143,7
2773,2004-08-11,2057:AL:SCAN,14.885714285714286,7
2774,2004-08-18,2057:AL:SCAN,18.0,7
2775,2004-08-25,2057:AL:SCAN,17.685714285714287,7
2776,2004-09-01,2057:AL:SCAN,20.714285714285715,7
2777,2004-09-08,2057:AL:SCAN,18.542857142857144,7
2778,2004-09-15,2057:AL:SCAN,14.642857142857142,7
2779,2004-09-22,2057:AL:SCAN,22.042857142857144,7
2780,2004-09-29,2057:AL:SCAN,16.514285714285712,7
2781,2004-10-06,2057:AL:SCAN,12.914285714285715,7
2782,2004-10-13,2057:AL:SCAN,13.228571428571428,7
2783,2004-10-20,2057:AL:SCAN,24.228571428571428,7
2784,2004-10-27,2057:AL:SCAN,24.914285714285715,7
2785,2004-11-03,2057:AL:SCAN,27.714285714285715,7
2786,2004-11-10,2057:AL:SCAN,29.271428571428572,7
2787,2004-11-17,2057:AL:SCAN,30.642857142857142,7
2788,2004-11-24,2057:AL:SCAN,32.714285714285715,7
2789,2004-12-01,2057:AL:SCAN,34.81428571428571,7
2790,2004-12-08,2057:AL:SCAN,36.25714285714286,7
2791,2004-12-15,2057:AL:SCAN,34.971428571428575,7
2792,2004-12-22,2057:AL:SCAN,31.714285714285715,7
2793,2004-12-29,2057:AL:SCAN,35.32857142857143,7
2794,2005-01-05,2057:AL:SCAN,32.285714285714285,7
2795,2005-01-12,2057:AL:SCAN,36.67142857142857,7
2796,2005-01-19,2057:AL:SCAN,36.542857142857144,7
2797,2005-01-26,2057:AL:SCAN,33.32857142857143,7
2798,2005-02-02,2057:AL:SCAN,34.300000000000004,7
2799,2005-02-09,2057:AL:SCAN,38.285714285714285,7
2800,2005-02-16,2057:AL:SCAN,38.871428571428574,7
2801,2005-02-23,2057:AL:SCAN,39.285714285714285,7
2802,2005-03-02,2057:AL:SCAN,39.771428571428565,7
2803,2005-03-09,2057:AL:SCAN,37.44285714285714,7
2804,2005-03-16,2057:AL:SCAN,35.17142857142857,7
2805,2005-03-23,2057:AL:SCAN,37.6,7
2806,2005-03-30,2057:AL:SCAN,37.57142857142857,7
2807,2005-04-06,2057:AL:SCAN,36.871428571428574,7
2808,2005-04-13,2057:AL:SCAN,39.81428571428571,7
2809,2005-04-20,2057:AL:SCAN,31.17142857142857,7
2810,2005-04-27,2057:AL:SCAN,29.414285714285715,7
2811,2005-05-04,2057:AL:SCAN,31.942857142857143,7
2812,2005-05-11,2057:AL:SCAN,23.485714285714288,7
2813,2005-05-18,2057:AL:SCAN,24.02857142857143,7
2814,2005-05-25,2057:AL:SCAN,26.857142857142858,7
2815,2005-06-01,2057:AL:SCAN,19.47142857142857,7
2816,2005-06-08,2057:AL:SCAN,35.5,7
2817,2005-06-15,2057:AL:SCAN,36.542857142857144,7
2818,2005-06-22,2057:AL:SCAN,26.985714285714288,7
2819,2005-06-29,2057:AL:SCAN,25.3,7
2820,2005-07-06,2057:AL:SCAN,28.3,7
2821,2005-07-13,2057:AL:SCAN,32.65714285714286,7
2822,2005-07-20,2057:AL:SCAN,32.55714285714286,7
2823,2005-07-27,2057:AL:SCAN,29.657142857142855,7
2824,2005-08-03,2057:AL:SCAN,18.32857142857143,7
2825,2005-08-10,2057:AL:SCAN,16.400000000000002,7
2826,2005-08-17,2057:AL:SCAN,23.571428571428573,7
2827,2005-08-24,2057:AL:SCAN,25.442857142857143,7
2828,2005-08-31,2057:AL:SCAN,26.771428571428572,7
2829,2005-09-07,2057:AL:SCAN,22.97142857142857,7
2830,2005-09-14,2057:AL:SCAN,16.52857142857143,7
2831,2005-09-21,2057:AL:SCAN,22.47142857142857,7
2832,2005-09-28,2057:AL:SCAN,24.02857142857143,7
2833,2005-10-05,2057:AL:SCAN,23.014285714285712,7
2834,2005-10-12,2057:AL:SCAN,19.814285714285713,7
2835,2005-10-19,2057:AL:SCAN,18.457142857142856,7
2838,2005-11-09,2057:AL:SCAN,15.37142857142857,7
2839,2005-11-16,2057:AL:SCAN,20.442857142857143,7
2840,2005-11-23,2057:AL:SCAN,28.97142857142857,7
2841,2005-11-30,2057:AL:SCAN,30.885714285714283,7
2842,2005-12-07,2057:AL:SCAN,32.7,7
2843,2005-12-14,2057:AL:SCAN,32.08571428571428,7
2844,2005-12-21,2057:AL:SCAN,32.714285714285715,7
2845,2005-12-28,2057:AL:SCAN,32.285714285714285,7
2846,2006-01-04,2057:AL:SCAN,32.44285714285714,7
2847,2006-01-11,2057:AL:SCAN,32.9,7
2848,2006-01-18,2057:AL:SCAN,34.457142857142856,7
2849,2006-01-25,2057:AL:SCAN,34.885714285714286,7
2850,2006-02-01,2057:AL:SCAN,33.8,7
2851,2006-02-08,2057:AL:SCAN,35.74285714285714,7
2852,2006-02-15,2057:AL:SCAN,35.614285714285714,7
2853,2006-02-22,2057:AL:SCAN,34.84285714285714,7
2854,2006-03-01,2057:AL:SCAN,34.75714285714286,7
2855,2006-03-08,2057:AL:SCAN,31.52857142857143,7
2856,2006-03-15,2057:AL:SCAN,34.01428571428571,7
2857,2006-03-22,2057:AL:SCAN,30.214285714285715,7
2858,2006-03-29,2057:AL:SCAN,33.82857142857143,7
2868,2006-06-07,2057:AL:SCAN,31.02857142857143,7
2869,2006-06-14,2057:AL:SCAN,22.62857142857143,7
2870,2006-06-21,2057:AL:SCAN,16.985714285714288,7
2871,2006-06-28,2057:AL:SCAN,18.114285714285714,7
2872,2006-07-05,2057:AL:SCAN,14.771428571428572,7
2873,2006-07-12,2057:AL:SCAN,14.37142857142857,7
2874,2006-07-19,2057:AL:SCAN,11.842857142857143,7
2875,2006-07-26,2057:AL:SCAN,12.257142857142856,7
2876,2006-08-02,2057:AL:SCAN,13.728571428571428,7
2877,2006-08-09,2057:AL:SCAN,12.557142857142859,7
2880,2007-04-04,2057:AL:SCAN,13.485714285714286,7
2881,2007-04-11,2057:AL:SCAN,18.385714285714283,7
2882,2007-04-18,2057:AL:SCAN,25.885714285714283,7
2883,2007-04-25,2057:AL:SCAN,17.642857142857142,7
2884,2007-05-02,2057:AL:SCAN,20.8,7
2885,2007-05-09,2057:AL:SCAN,19.82857142857143,7
2886,2007-05-16,2057:AL:SCAN,15.857142857142858,7
2887,2007-05-23,2057:AL:SCAN,14.928571428571429,7
2888,2007-05-30,2057:AL:SCAN,12.942857142857141,7
2889,2007-06-06,2057:AL:SCAN,11.985714285714286,7
2890,2007-06-13,2057:AL:SCAN,12.242857142857144,7
2891,2007-06-20,2057:AL:SCAN,12.4,7
2892,2007-06-27,2057:AL:SCAN,17.914285714285715,7
2893,2007-07-04,2057:AL:SCAN,23.557142857142857,7
2894,2007-07-11,2057:AL:SCAN,19.057142857142857,7
2895,2007-07-18,2057:AL:SCAN,25.928571428571427,7
2896,2007-07-25,2057:AL:SCAN,23.071428571428573,7
2897,2007-08-01,2057:AL:SCAN,27.057142857142857,7
2898,2007-08-08,2057:AL:SCAN,14.457142857142857,7
2899,2007-08-15,2057:AL:SCAN,10.357142857142858,7
2900,2007-08-22,2057:AL:SCAN,8.928571428571429,7
2901,2007-08-29,2057:AL:SCAN,14.87142857142857,7
2902,2007-09-05,2057:AL:SCAN,22.985714285714288,7
2903,2007-09-12,2057:AL:SCAN,14.442857142857141,7
2904,2007-09-19,2057:AL:SCAN,19.5,7
2905,2007-09-26,2057:AL:SCAN,11.228571428571428,7
2906,2007-10-03,2057:AL:SCAN,8.714285714285714,7
2907,2007-10-10,2057:AL:SCAN,8.0,7
2908,2007-10-17,2057:AL:SCAN,9.685714285714285,7
2909,2007-10-24,2057:AL:SCAN,24.614285714285717,7
2910,2007-10-31,2057:AL:SCAN,25.542857142857144,7
2911,2007-11-07,2057:AL:SCAN,17.942857142857143,7
2912,2007-11-14,2057:AL:SCAN,15.485714285714286,7
2913,2007-11-21,2057:AL:SCAN,25.428571428571427,7
2914,2007-11-28,2057:AL:SCAN,28.914285714285715,7
2915,2007-12-05,2057:AL:SCAN,27.314285714285713,7
2916,2007-12-12,2057:AL:SCAN,25.514285714285712,7
2917,2007-12-19,2057:AL:SCAN,26.87142857142857,7
2918,2007-12-26,2057:AL:SCAN,27.75714285714286,7
2919,2008-01-02,2057:AL:SCAN,28.642857142857142,7
2920,2008-01-09,2057:AL:SCAN,27.728571428571428,7
2921,2008-01-16,2057:AL:SCAN,29.057142857142857,7
2922,2008-01-23,2057:AL:SCAN,29.357142857142858,7
2923,2008-01-30,2057:AL:SCAN,29.385714285714283,7
2924,2008-02-06,2057:AL:SCAN,32.05714285714286,7
2925,2008-02-13,2057:AL:SCAN,29.8,7
2926,2008-02-20,2057:AL:SCAN,31.057142857142857,7
2927,2008-02-27,2057:AL:SCAN,31.45714285714286,7
2928,2008-03-05,2057:AL:SCAN,32.614285714285714,7
2929,2008-03-12,2057:AL:SCAN,32.857142857142854,7
2930,2008-03-19,2057:AL:SCAN,31.12857142857143,7
2931,2008-03-26,2057:AL:SCAN,27.614285714285717,7
2932,2008-04-02,2057:AL:SCAN,25.37142857142857,7
2933,2008-04-09,2057:AL:SCAN,31.485714285714288,7
2934,2008-04-16,2057:AL:SCAN,23.157142857142855,7
2935,2008-04-23,2057:AL:SCAN,22.414285714285715,7
2936,2008-04-30,2057:AL:SCAN,18.12857142857143,7
2937,2008-05-07,2057:AL:SCAN,18.428571428571427,7
2938,2008-05-14,2057:AL:SCAN,22.400000000000002,7
2939,2008-05-21,2057:AL:SCAN,23.3,7
2940,2008-05-28,2057:AL:SCAN,17.557142857142857,7
2941,2008-06-04,2057:AL:SCAN,27.97142857142857,7
2942,2008-06-11,2057:AL:SCAN,19.157142857142855,7
2943,2008-06-18,2057:AL:SCAN,20.97142857142857,7
2944,2008-06-25,2057:AL:SCAN,15.985714285714286,7
2945,2008-07-02,2057:AL:SCAN,12.385714285714286,7
2946,2008-07-09,2057:AL:SCAN,16.157142857142855,7
2947,2008-07-16,2057:AL:SCAN,24.642857142857142,7
2948,2008-07-23,2057:AL:SCAN,17.085714285714285,7
2949,2008-07-30,2057:AL:SCAN,16.071428571428573,7
